,full_word,pt1,rest
890,jaðaráhrifin,jaðaráhrif,in
891,tekjutengingar,tekjutenging,ar
892,námslána,námslán,a
893,fjáraukalögin,fjáraukalög,in
894,fjárlaga,fjárlag,a
895,árs,ár,s
896,floti,flot,i
897,berast,bera,st
898,fréttir,frétt,ir
899,afturkallaðar,afturkalla,ðar
900,umboði,umboð,i
901,umfjöllunar,umfjöllun,ar
902,mætast,mæta,st
903,ársins,ár,sins
904,tilvikum,tilvik,um
905,neinni,neinn,i
906,forsetaembættið,forsetaembætti,ð
907,embættið,embætti,ð
908,fjáraukalögum,fjáraukalög,um
909,forsætisráðuneytið,forsætisráðuneyti,ð
910,framsetningin,framsetning,in
911,ætlunin,ætlun,in
912,skipulagi,skipulag,i
913,haustinu,haust,inu
914,fjárlagaundirbúningurinn,fjárlagaundirbúningur,inn
915,tímanlegar,tímanlega,r
916,árinu,ár,inu
917,umbótum,umbót,um
918,hugsað,hugsa,ð
919,heilbrigðismálum,heilbrigðismál,um
920,takmarkar,takmarka,r
921,hagvaxtarhorfurnar,hagvaxtarhorfur,nar
922,uppbyggingunni,uppbygging,unni
923,opinbera,opinber,a
924,innviðafjárfestinguna,innviðafjárfesting,una
925,vonir,von,ir
926,lóðaframkvæmdir,lóðaframkvæmd,ir
927,hafnarframkvæmdir,hafnarframkvæmd,ir
928,vegtengingu,vegtenging,u
929,þjóðhagsspánni,þjóðhagsspá,nni
930,millistórar,millistór,ar
931,fjárfestingar,fjárfesting,ar
932,hótelbyggingar,hótelbygging,ar
933,setjast,setja,st
934,fjárfestingum,fjárfesting,um
935,fjárfestingaráætlunina,fjárfestingaráætlun,ina
936,ónotum,ónot,um
937,þróast,þróa,st
938,hreindýrin,hreindýr,in
939,norðausturhálendinu,norðausturhálendi,nu
940,slóðir,slóð,ir
941,þurrt,þurr,t
942,freistingin,freisting,in
943,hreindýrahjörðunum,hreindýrahjörð,unum
944,slóðirnar,slóð,irnar
945,hornið,horn,ið
946,felli,fell,i
947,hálendinu,hálendi,nu
948,borðinu,borð,inu
949,boðum,boð,um
950,gagnið,gagn,ið
951,vandamálinu,vandamál,inu
952,fjárveitingu,fjárveiting,u
953,þvælast,þvæla,st
954,landsbyggðinni,landsbyggð,inni
955,ástandsins,ástand,sins
956,kælingu,kæling,u
957,hagkerfisins,hagkerfi,sins
958,járnum,járn,um
959,ríkisfjármálum,ríkisfjármál,um
960,kælingar,kæling,ar
961,atvinnumálum,atvinnumál,um
962,aukinnar,aukinn,ar
963,heildaráhrifin,heildaráhrif,in
964,eftirspurnarstigið,eftirspurnarstig,ið
965,hagkerfinu,hagkerfi,nu
966,búast,búa,st
967,útkoman,útkoma,n
968,fjárlagafrumvarpið,fjárlagafrumvarp,ið
969,haustið,haust,ið
970,kvartaði,kvarta,ði
971,bankakerfið,bankakerfi,ð
972,fjármálaeftirlitsins,fjármálaeftirlit,sins
973,fjármálafyrirtækin,fjármálafyrirtæki,n
974,tagi,tag,i
975,stundað,stunda,ð
976,þrotabúanna,þrotabú,anna
977,skjóli,skjól,i
978,ríkisstjórnum,ríkisstjórn,um
979,fjárheimildir,fjárheimild,ir
980,nokkurrar,nokkur,rar
981,skuldlausar,skuldlaus,ar
982,samkomulaginu,samkomulag,inu
983,húsnæðiskaupa,húsnæðiskaup,a
984,viðmiðunin,viðmiðun,in
985,greinargerðinni,greinargerð,inni
986,notaði,nota,ði
987,lánsveðslánin,lánsveðslán,in
988,veðum,veð,um
989,nokkurra,nokkur,ra
990,fasteignirnar,fasteign,irnar
991,lánin,lán,in
992,yfirveðsetningu,yfirveðsetning,u
993,samkomulagið,samkomulag,ið
994,eignar,eign,ar
995,niðurfærslan,niðurfærsla,n
996,veðsetningarhlutfallið,veðsetningarhlutfall,ið
997,lánið,lán,ið
998,uppreisnargjarnir,uppreisnargjarn,ir
999,hefðir,hefð,ir
1000,náttúruverndarlöggjöfinni,náttúruverndarlöggjöf,inni
1001,atvikum,atvik,um
1002,einhverra,einhver,ra
1003,skattalögin,skattalög,in
1004,svaraði,svara,ði
1005,milliverðlagningu,milliverðlagning,u
1006,tímabært,tímabær,t
1007,félaga,félag,a
1008,hjáleiðir,hjáleið,ir
1009,löggjöfinni,löggjöf,inni
1010,heilli,heill,i
1011,tilviki,tilvik,i
1012,skoðaði,skoða,ði
1013,bregðast,bregða,st
1014,stórar,stór,ar
1015,hausti,haust,i
1016,fjármála-,fjármál,a-
1017,ráðuneytisins,ráðuneyti,sins
1018,slitum,slit,um
1019,skattstofninn,skattstofn,inn
1020,áætlaði,áætla,ði
1021,ráðuneytið,ráðuneyti,ð
1022,höndunum,hönd,unum
1023,leiðum,leið,um
1024,neyðast,neyða,st
1025,krónueignir,krónueign,ir
1026,skilar,skila,r
1027,loftið,loft,ið
1028,búin,bú,in
1029,skattkrafan,skattkrafa,n
1030,búið,bú,ið
1031,slitastjórnirnar,slitastjórn,irnar
1032,kristaltært,kristaltær,t
1033,búi,bú,i
1034,stundir,stund,ir
1035,ofurlaunum,ofurlaun,um
1036,rugli,rugl,i
1037,hátekjuskattsþrepið,hátekjuskattsþrep,ið
1038,ofurlaunin,ofurlaun,in
1039,hátekjuþrepið,hátekjuþrep,ið
1040,reiknaði,reikna,ði
1041,þrepið,þrep,ið
1042,náttúruverndarlögin,náttúruverndarlög,in
1043,yfirborðinu,yfirborð,inu
1044,kallar,kalla,r
1045,landslaginu,landslag,inu
1046,gangandi,ganga,ndi
1047,ríðandi,ríða,ndi
1048,lágmarki,lágmark,i
1049,vansalaust,vansalaus,t
1050,heflaðir,hefla,ðir
1051,ástandi,ástand,i
1052,lagaður,laga,ður
1053,hugmyndirnar,hugmynd,irnar
1054,akstursleiðum,akstursleið,um
1055,fjáraukalagafrumvarpa,fjáraukalagafrumvarp,a
1056,aðferðafræðina,aðferðafræði,na
1057,bindandi,binda,ndi
1058,vori,vor,i
1059,rammana,ramma,na
1060,lækkaði,lækka,ði
1061,meðförum,meðför,um
1062,náttúruhamfarirnar,náttúruhamfarir,nar
1063,fjárheimildirnar,fjárheimild,irnar
1064,agaleysið,agaleysi,ð
1065,tilfellið,tilfelli,ð
1066,orða,orð,a
1067,byggingu,bygging,u
1068,landsmálum,landsmál,um
1069,hallalausum,hallalaus,um
1070,vissar,viss,ar
1071,æfingum,æfing,um
1072,munar,muna,r
1073,veikjast,veikja,st
1074,sjónum,sjón,um
1075,klára,klár,a
1076,náum,ná,um
1077,búunum,bú,unum
1078,heildarmyndina,heildarmynd,ina
1079,tilfærslukerfin,tilfærslukerfi,n
1080,vaxtabæturnar,vaxtabætur,nar
1081,barnabæturnar,barnabætur,nar
1082,skattleysismörkin,skattleysismörk,in
1083,stuðningsaðgerðirnar,stuðningsaðgerð,irnar
1084,lífeyrisskuldbindingarnar,lífeyrisskuldbinding,arnar
1085,skatttekjurnar,skatttekjur,nar
1086,ávöxtuninni,ávöxtun,inni
1087,meðhöndlast,meðhöndla,st
1088,fjármagnstekjuskattlagningu,fjármagnstekjuskattlagning,u
1089,hækkar,hækka,r
1090,prósentan,prósenta,n
1091,borgaður,borga,ður
1092,framkvæmdarvaldinu,framkvæmdarvald,inu
1093,styðjast,styðja,st
1094,verkefninu,verkefni,nu
1095,undirstaðan,undirstaða,n
1096,hagstjórninni,hagstjórn,inni
1097,aflar,afla,r
1098,endar,enda,r
1099,vandamálum,vandamál,um
1100,myntir,mynt,ir
1101,stöðutaka,stöðutak,a
1102,suðið,suð,ið
1103,áætluninni,áætlun,inni
1104,aðlögunaraðgerðir,aðlögunaraðgerð,ir
1105,árangurs,árangur,s
1106,náðst,ná,ðst
1107,endingu,ending,u
1108,mildað,milda,ð
1109,álagið,álag,ið
1110,veiðiheimilda,veiðiheimild,a
1111,uppsjávarfyrirtækin,uppsjávarfyrirtæki,n
1112,spilast,spila,st
1113,síldin,síld,in
1114,þorskurinn,þorskur,inn
1115,framlegðin,framlegð,in
1116,veiðiheimildir,veiðiheimild,ir
1117,dekkaðan,dekka,ðan
1118,tonnum,tonn,um
1119,veiðigjaldinu,veiðigjald,inu
1120,stúdenta,stúdent,a
1121,dáða,dáð,a
1122,fullfærir,fullfær,ir
1123,klárt,klár,t
1124,stúdentaráði,stúdentaráð,i
1125,slagsmálum,slagsmál,um
1126,ferðinni,ferð,inni
1127,innritunargjaldi,innritunargjald,i
1128,hækkuninni,hækkun,inni
1129,gjaldið,gjald,ið
1130,öðru,öðr,u
1131,flaggi,flagg,i
1132,bílakaupa,bílakaup,a
1133,tilskilinna,tilskilinn,a
1134,tímamarka,tímamark,a
1135,íbúðakaupa,íbúðakaup,a
1136,samningurinn,samningur,inn
1137,erfiðleikaárum,erfiðleikaár,um
1138,fyrirtækinu,fyrirtæki,nu
1139,opinberum,opinber,um
1140,fyrirtækið,fyrirtæki,ð
1141,athyglina,athygli,na
1142,náttúruverndarlögum,náttúruverndarlög,um
1143,frestast,fresta,st
1144,stöðvar,stöðva,r
1145,lagfæringar,lagfæring,ar
1146,tiltekinna,tiltekinn,a
1147,umhverfisráðuneytinu,umhverfisráðuneyti,nu
1148,lífs,líf,s
1149,jörðinni,jörð,inni
1150,sjálfbærrar,sjálfbær,rar
1151,þróunar,þróun,ar
1152,kynslóða,kynslóð,a
1153,náttúran,náttúra,n
1154,tilfinningu,tilfinning,u
1155,viðhorfum,viðhorf,um
1156,heyrast,heyra,st
1157,loftslagsbreytingum,loftslagsbreyting,um
1158,fækkandi,fækka,ndi
1159,loftslagsbreytingar,loftslagsbreyting,ar
1160,áfalli,áfall,i
1161,leigan,leiga,n
1162,höggið,högg,ið
1163,byrjað,byrja,ð
1164,borgast,borga,st
1165,íbúðir,íbúð,ir
1166,fasteignamarkaðurinn,fasteignamarkaður,inn
1167,fasteignaverði,fasteignaverð,i
1168,tímabilið,tímabil,ið
1169,tímabilum,tímabil,um
1170,hækkaði,hækka,ði
1171,aðgerðin,aðgerð,in
1172,kostaðar,kosta,ðar
1173,fjármagnaðir,fjármagna,ðir
1174,tryggingagjaldi,tryggingagjald,i
1175,súrir,súr,ir
1176,æfingar,æfing,ar
1177,fjárveitingar,fjárveiting,ar
1178,stúdentsprófs,stúdentspróf,s
1179,greiðslan,greiðsla,n
1180,framkvæmdirnar,framkvæmd,irnar
1181,framkvæmdir,framkvæmd,ir
1182,heilbrigðisstofnunina,heilbrigðisstofnun,ina
1183,tímabærar,tímabær,ar
1184,verknámshúsið,verknámshús,ið
1185,skoðunum,skoðun,um
1186,fjárfestinga,fjárfesting,a
1187,framkvæmdum,framkvæmd,um
1188,hámarki,hámark,i
1189,atvinnulífi,atvinnulíf,i
1190,frétta,frétt,a
1191,gullgæsin,gullgæs,in
1192,hagræðis,hagræði,s
1193,breytinguna,breyting,una
1194,klukkan,klukka,n
1195,flugvélum,flugvél,um
1196,endaði,enda,ði
1197,dagaði,daga,ði
1198,sólin,sól,in
1199,þróunaraðstoðarinnar,þróunaraðstoð,arinnar
1200,orkuskatturinn,orkuskattur,inn
1201,siglingu,sigling,u
1202,niðurskurðarleiðina,niðurskurðarleið,ina
1203,skrúfar,skrúfa,r
1204,umsvifin,umsvif,in
1205,jafnvæginu,jafnvægi,nu
1206,tekjuöflunar,tekjuöflun,ar
1207,baki,bak,i
1208,hugleiðingar,hugleiðing,ar
1209,meiningin,meining,in
1210,sáttina,sátt,ina
1211,spurningarinnar,spurning,arinnar
1212,sáttin,sátt,in
1213,felast,fela,st
1214,giskað,giska,ð
1215,varúðarreglan,varúðarregla,n
1216,umhverfismálanna,umhverfismál,anna
1217,hugleiðingum,hugleiðing,um
1218,einhverjir,einhver,jir
1219,rímar,ríma,r
1220,talið,tal,ið
1221,reglusetninguna,reglusetning,una
1222,hjólum,hjól,um
1223,atvinnulífsins,atvinnulíf,sins
1224,hugsunin,hugsun,in
1225,stóriðjukeyrsluhugsunin,stóriðjukeyrsluhugsun,in
1226,sullast,sulla,st
1227,stóriðjubrjálæðið,stóriðjubrjálæði,ð
1228,heimilað,heimila,ð
1229,hækkunarinnar,hækkun,arinnar
1230,bandormsfrumvarpsins,bandormsfrumvarp,sins
1231,bókhaldi,bókhald,i
1232,meðaltalið,meðaltal,ið
1233,gjaldsins,gjald,sins
1234,opinberu,opinber,u
1235,raunkostnaðurinn,raunkostnaður,inn
1236,fjárfestingu,fjárfesting,u
1237,samgönguframkvæmdum,samgönguframkvæmd,um
1238,greinar,grein,ar
1239,hinna,hinn,a
1240,bókmenntum,bókmennt,um
1241,rannsóknar-,rannsókn,ar-
1242,innviðirnir,innviðir,nir
1243,byggingarframkvæmdir,byggingarframkvæmd,ir
1244,fjármagni,fjármagn,i
1245,tært,tær,t
1246,auðlegðarskatturinn,auðlegðarskattur,inn
1247,skuldlausa,skuldlaus,a
1248,eigninni,eign,inni
1249,bilinu,bil,inu
1250,skattprósentan,skattprósenta,n
1251,heildareignina,heildareign,ina
1252,tuðaði,tuða,ði
1253,stjórnarskrárinnar,stjórnarskrá,rinnar
1254,bætast,bæta,st
1255,sökin,sök,in
1256,sakast,saka,st
1257,opnaðar,opna,ðar
1258,þingnefndin,þingnefnd,in
1259,farteskinu,farteski,nu
1260,spurningunni,spurning,unni
1261,lánsveðshópurinn,lánsveðshópur,inn
1262,110<percent/>-leiðina,110<percent/>-leið,ina
1263,landað,landa,ð
1264,aðgerðarinnar,aðgerð,arinnar
1265,stærðargráðan,stærðargráða,n
1266,ábyrgðir,ábyrgð,ir
1267,lánsveðanna,lánsveð,anna
1268,nefndaráliti,nefndarálit,i
1269,skjalinu,skjal,inu
1270,fjárheimilda,fjárheimild,a
1271,pantað,panta,ð
1272,náttúrugripasafnið,náttúrugripasafn,ið
1273,sýningu,sýning,u
1274,jarðvísindahúsinu,jarðvísindahús,inu
1275,ríkisfjármálanna,ríkisfjármál,anna
1276,ályktað,álykta,ð
1277,ríkisfjármálin,ríkisfjármál,in
1278,nokkurt,nokkur,t
1279,lokað,loka,ð
1280,teljast,telja,st
1281,sumar-,sumar,-
1282,lögfræðina,lögfræði,na
1283,hvern,hver,n
1284,orsakar,orsaka,r
1285,viðureignar,viðureign,ar
1286,vaxandi,vaxa,ndi
1287,hagstjórnina,hagstjórn,ina
1288,gengisfellinga,gengisfelling,a
1289,marki,mark,i
1290,vissum,viss,um
1291,rýrnað,rýrna,ð
1292,verðgildið,verðgildi,ð
1293,verðtryggingin,verðtrygging,in
1294,þróað,þróa,ð
1295,sárustu,sár,ustu
1296,byggjast,byggja,st
1297,eftirlitsnefndina,eftirlitsnefnd,ina
1298,sveitarfélaganna,sveitarfélag,anna
1299,áhrifum,áhrif,um
1300,óska,ósk,a
1301,sökum,sök,um
1302,sveitarfélags,sveitarfélag,s
1303,höfuðborgarsvæðinu,höfuðborgarsvæði,nu
1304,hremmingum,hremming,um
1305,einfaldast,einfalda,st
1306,núningsatriðin,núningsatriði,n
1307,varíasjónir,varíasjón,ir
1308,viljinn,vilji,nn
1309,vitnað,vitna,ð
1310,umhverfisnefndir,umhverfisnefnd,ir
1311,heftið,hefti,ð
1312,fjárlagafrumvarpsins,fjárlagafrumvarp,sins
1313,myndir,mynd,ir
1314,ritið,rit,ið
1315,tölugögnum,tölugögn,um
1316,kosningar,kosning,ar
1317,rannsóknum,rannsókn,um
1318,milljóna,milljón,a
1319,framhaldi,framhald,i
1320,rokhækkaði,rokhækka,ði
1321,lækkar,lækka,r
1322,þróunaraðstoðin,þróunaraðstoð,in
1323,aukast,auka,st
1324,skapaði,skapa,ði
1325,eldgosið,eldgos,ið
1326,viðlagatryggingu,viðlagatrygging,u
1327,fjártjóni,fjártjón,i
1328,fjáraukalagafrumvarpi,fjáraukalagafrumvarp,i
1329,afskriftir,afskrift,ir
1330,rannsóknarnefndar,rannsóknarnefnd,ar
1331,beiðnir,beiðni,r
1332,aukafjárveitingar,aukafjárveiting,ar
1333,bókar,bók,ar
1334,aukafjárveitingu,aukafjárveiting,u
1335,aukafjárveitinguna,aukafjárveiting,una
1336,hafnað,hafna,ð
1337,starfsfólks,starfsfólk,s
1338,sjónarmiðin,sjónarmið,in
1339,aðstæðurnar,aðstæður,nar
1340,samgöngurnar,samgöngur,nar
1341,spilað,spila,ð
1342,hlustað,hlusta,ð
1343,hjónum,hjón,um
1344,hjóna,hjón,a
1345,siðfræðiráðs,siðfræðiráð,s
1346,hjónunum,hjón,unum
1347,móast,móa,st
1348,móts,mót,s
1349,opinberra,opinber,ra
1350,arðsemina,arðsemi,na
1351,nemendaígildin,nemendaígildi,n
1352,menntamálanna,menntamál,anna
1353,batteríi,batterí,i
1354,eignarhaldinu,eignarhald,inu
1355,samkeppnismálunum,samkeppnismál,unum
1356,auglýsingamálum,auglýsingamál,um
1357,beinunum,bein,unum
1358,einkaframtakið,einkaframtak,ið
1359,meðalstórra,meðalstór,ra
1360,viti,vit,i
1361,óskar,óska,r
1362,þjóðnýtingu,þjóðnýting,u
1363,opinberar,opinber,ar
1364,einkaframkvæmdir,einkaframkvæmd,ir
1365,fjármálaráðuneytisins,fjármálaráðuneyti,sins
1366,veiðileyfagjaldið,veiðileyfagjald,ið
1367,nýtingartíminn,nýtingartími,nn
1368,sjávarútvegsfyrirtækin,sjávarútvegsfyrirtæki,n
1369,auðlindinni,auðlind,inni
1370,þingnefndar,þingnefnd,ar
1371,töngum,töng,um
1372,spái,spá,i
1373,þingnefndinni,þingnefnd,inni
1374,líkar,líka,r
1375,suðvesturhornið,suðvesturhorn,ið
1376,suðvesturhorninu,suðvesturhorn,inu
1377,hittast,hitta,st
1378,tengslum,tengsl,um
1379,samgönguframkvæmdir,samgönguframkvæmd,ir
1380,nándar,nánd,ar
1381,boðaði,boða,ði
1382,sveitarstjórnarfólkið,sveitarstjórnarfólk,ið
1383,málefninu,málefni,nu
1384,áfengis-,áfengi,s-
1385,réttlætingu,réttlæting,u
1386,auglýsingum,auglýsing,um
1387,nálgunarbannið,nálgunarbann,ið
1388,leiðarinnar,leið,arinnar
1389,áfengisauglýsingar,áfengisauglýsing,ar
1390,tóbaks,tóbak,s
1391,apótekum,apótek,um
1392,tjóni,tjón,i
1393,rólegar,rólega,r
1394,lykilspurningum,lykilspurning,um
1395,miðstýringu,miðstýring,u
1396,löggjafarvaldsins,löggjafarvald,sins
1397,samhengið,samhengi,ð
1398,lýðræðisþjóðir,lýðræðisþjóð,ir
1399,umsóknina,umsókn,ina
1400,páfinn,páfi,nn
1401,tólum,tól,um
1402,straumurinn,straumur,inn
1403,sáttanefndinni,sáttanefnd,inni
1404,jafna,jafn,a
1405,rifjað,rifja,ð
1406,auðlindaákvæðið,auðlindaákvæði,ð
1407,sjávarútvegsmálin,sjávarútvegsmál,in
1408,fiskað,fiska,ð
1409,hagræðingu,hagræðing,u
1410,greinarinnar,grein,arinnar
1411,breytingunum,breyting,unum
1412,fiskstofnarnir,fiskstofn,arnir
1413,nýframkvæmda,nýframkvæmd,a
1414,framkvæmdunum,framkvæmd,unum
1415,áfengismálum,áfengismál,um
1416,skömmina,skömm,ina
1417,endalaust,endalaus,t
1418,sjávarútvegsmálanna,sjávarútvegsmál,anna
1419,lykta,lykt,a
1420,peningamálin,peningamál,in
1421,þjóða,þjóð,a
1422,starfandi,starfa,ndi
1423,haustsins,haust,sins
1424,byggðirnar,byggð,irnar
1425,kvöldi,kvöld,i
1426,nóttu,nótt,u
1427,greininni,grein,inni
1428,viðhorfi,viðhorf,i
1429,myndlíkingu,myndlíking,u
1430,heyið,hey,ið
1431,heyinu,hey,inu
1432,fjölgar,fjölga,r
1433,arðbærnin,arðbærni,n
1434,hagkvæmnin,hagkvæmni,n
1435,sáttanefndin,sáttanefnd,in
1436,skilað,skila,ð
1437,fæðingarorlofinu,fæðingarorlof,inu
1438,heilbrigðiskerfisins,heilbrigðiskerfi,sins
1439,menntakerfisins,menntakerfi,sins
1440,beinast,beina,st
1441,sameinast,sameina,st
1442,eflingu,efling,u
1443,jafnréttismála,jafnréttismál,a
1444,ástkæra,ástkær,a
1445,lands,land,s
1446,allsherjarnefndar,allsherjarnefnd,ar
1447,stjúpættleiðingar,stjúpættleiðing,ar
1448,samfélags-,samfélag,s-
1449,pars,par,s
1450,eignast,eigna,st
1451,raunum,raun,um
1452,framsalinu,framsal,inu
1453,ráðherraræðinu,ráðherraræði,nu
1454,tíðar,tíð,ar
1455,vílað,víla,ð
1456,dílað,díla,ð
1457,landbúnaðarkerfisins,landbúnaðarkerfi,sins
1458,stuðlar,stuðla,r
1459,landbúnaðarkerfið,landbúnaðarkerfi,ð
1460,sjávarútvegurinn,sjávarútvegur,inn
1461,jafnmikilli,jafnmikill,i
1462,sviði,svið,i
1463,velferðarmála,velferðarmál,a
1464,stofnæðanna,stofnæð,anna
1465,brjósti,brjóst,i
1466,efasemdir,efasemd,ir
1467,liðsinnis,liðsinni,s
1468,umsóknaraðildarferlinu,umsóknaraðildarferli,nu
1469,ríkisstjórna,ríkisstjórn,a
1470,raforkufrumvarpið,raforkufrumvarp,ið
1471,raforkudreifinguna,raforkudreifing,una
1472,innstæðutilskipuninni,innstæðutilskipun,inni
1473,veruleikinn,veruleiki,nn
1474,ákvæðinu,ákvæði,nu
1475,vöruvali,vöruval,i
1476,stjórnum,stjórn,um
1477,áfengis,áfengi,s
1478,verslunum,verslun,um
1479,veiga,veig,a
1480,vínmenningu,vínmenning,u
1481,vínmenninguna,vínmenning,una
1482,náist,ná,ist
1483,frábæru,frábær,u
1484,spurnir,spurn,ir
1485,forvörnum,forvörn,um
1486,skólastigin,skólastig,in
1487,skólakerfið,skólakerfi,ð
1488,markvissan,markviss,an
1489,snarminnkað,snarminnka,ð
1490,málalengingar,málalenging,ar
1491,sameinar,sameina,r
1492,ábendingar,ábending,ar
1493,hlutafélagaformið,hlutafélagaform,ið
1494,óttinn,ótti,nn
1495,ríkisvaldið,ríkisvald,ið
1496,veggjaldi,veggjald,i
1497,hagsmunasamtökum,hagsmunasamtök,um
1498,framkvæmdastiginu,framkvæmdastig,inu
1499,arðbærar,arðbær,ar
1500,stigum,stig,um
1501,ljái,ljá,i
1502,stjórnina,stjórn,ina
1503,kosninga,kosning,a
1504,roði,roð,i
1505,málamiðlunum,málamiðlun,um
1506,atvinnumálanna,atvinnumál,anna
1507,stjórnarinnar,stjórn,arinnar
1508,umfangsmikilli,umfangsmikill,i
1509,ákveðinnar,ákveðinn,ar
1510,sjávarútvegsmálum,sjávarútvegsmál,um
1511,farsældar,farsæld,ar
1512,auðlindirnar,auðlind,irnar
1513,auðlindir,auðlind,ir
1514,óskir,ósk,ir
1515,landsbyggðina,landsbyggð,ina
1516,línuívilnunarkerfinu,línuívilnunarkerfi,nu
1517,landsbyggðarinnar,landsbyggð,arinnar
1518,rómantíkurinnar,rómantík,urinnar
1519,hugsjónirnar,hugsjón,irnar
1520,meti,met,i
1521,framkvæmdastigið,framkvæmdastig,ið
1522,stofnar,stofna,r
1523,vegaframkvæmdir,vegaframkvæmd,ir
1524,þróunina,þróun,ina
1525,forvitnast,forvitna,st
1526,leitað,leita,ð
1527,krukkað,krukka,ð
1528,fæðingarorlofið,fæðingarorlof,ið
1529,hljóðið,hljóð,ið
1530,stjórnlagaþingið,stjórnlagaþing,ið
1531,prófessors,prófessor,s
1532,dómsvaldið,dómsvald,ið
1533,risastóru,risastór,u
1534,veiðileyfagjaldinu,veiðileyfagjald,inu
1535,breytingarnar,breyting,arnar
1536,umsóknarferlið,umsóknarferli,ð
1537,upphafs-,upphaf,s-
1538,loka,lok,a
1539,hlutverki,hlutverk,i
1540,algerri,alger,ri
1541,línanna,lína,nna
1542,takmarkalaust,takmarkalaus,t
1543,forsætisráðuneytisins,forsætisráðuneyti,sins
1544,valdaframsali,valdaframsal,i
1545,vandað,vanda,ð
1546,verka,verk,a
1547,hlustaði,hlusta,ði
1548,kallaðir,kalla,ðir
1549,upplifað,upplifa,ð
1550,ráði,ráð,i
1551,sáttanefndarinnar,sáttanefnd,arinnar
1552,framlagningu,framlagning,u
1553,frumvarpa,frumvarp,a
1554,svokallaða,svokalla,ða
1555,fjölgað,fjölga,ð
1556,frjálsíþróttafólki,frjálsíþróttafólk,i
1557,lyfjamisferlis,lyfjamisferli,s
1558,skoðunar,skoðun,ar
1559,íþróttafólki,íþróttafólk,i
1560,afreks-,afrek,s-
1561,úthlutað,úthluta,ð
1562,hópíþróttunum,hópíþrótt,unum
1563,endurúthlutað,endurúthluta,ð
1564,valinu,val,inu
1565,opnast,opna,st
1566,knattspyrnuliðs,knattspyrnulið,s
1567,úrvalsdeildinni,úrvalsdeild,inni
1568,deildarinnar,deild,arinnar
1569,umferðir,umferð,ir
1570,mótinu,mót,inu
1571,þjálfaði,þjálfa,ði
1572,æfingu,æfing,u
1573,félaginu,félag,inu
1574,sundi,sund,i
1575,mótsins,mót,sins
1576,silfurverðlauna,silfurverðlaun,a
1577,bringusundi,bringusund,i
1578,bronsverðlauna,bronsverðlaun,a
1579,kvenkeppandinn,kvenkeppandi,nn
1580,sundkonan,sundkona,n
1581,verðlauna,verðlaun,a
1582,stórmóti,stórmót,i
1583,vegalengdir,vegalengd,ir
1584,sundheimsins,sundheim,sins
1585,baksundi,baksund,i
1586,heimsmeistaramótinu,heimsmeistaramót,inu
1587,hafnaði,hafna,ði
1588,viðtali,viðtal,i
1589,innilaugarnar,innilaug,arnar
1590,útlanda,útland,a
1591,styrktar-,styrkt,ar-
1592,sundfólkið,sundfólk,ið
1593,sundfólkinu,sundfólk,inu
1594,skuldbindingu,skuldbinding,u
1595,einstaklingsgreinum,einstaklingsgrein,um
1596,liðið,lið,ið
1597,karla,karl,a
1598,hádeginu,hádegi,nu
1599,stigalausir,stigalaus,ir
1600,golfi,golf,i
1601,höggum,högg,um
1602,pari,par,i
1603,áhugakylfingum,áhugakylfing,um
1604,boðað,boða,ð
1605,karlalandsliðsins,karlalandslið,sins
1606,liðinu,lið,inu
1607,orðaður,orða,ður
1608,starfið,starf,ið
1609,úrvalsdeildarliðinu,úrvalsdeildarlið,inu
1610,aðstoðaði,aðstoða,ði
1611,landsliðsins,landslið,sins
1612,karlalandsliðið,karlalandslið,ið
1613,skipað,skipa,ð
1614,tapaði,tapa,ði
1615,fínni,fínn,i
1616,ríkjandi,ríkja,ndi
1617,stigalaust,stigalaus,t
1618,landsliðinu,landslið,inu
1619,vörninni,vörn,inni
1620,samskiptin,samskipti,n
1621,knattspyrnumaðurinn,knattspyrnumaður,inn
1622,liðs,lið,s
1623,aðildarþjóðir,aðildarþjóð,ir
1624,sambandsins,samband,sins
1625,undankeppninni,undankeppni,nni
1626,talsins,tal,sins
1627,riðli,riðl,i
1628,landsliði,landslið,i
1629,náðu,ná,ðu
1630,stiga,stig,a
1631,forskoti,forskot,i
1632,skoraði,skora,ði
1633,piltalandsliðið,piltalandslið,ið
1634,meinaði,meina,ði
1635,íþróttum,íþrótt,um
1636,kerfisbundinnar,kerfisbundinn,ar
1637,lyfjamisnotkunar,lyfjamisnotkun,ar
1638,láni,lán,i
1639,deildinni,deild,inni
1640,íþróttagreinar,íþróttagrein,ar
1641,fækkað,fækka,ð
1642,stöðvum,stöð,vum
1643,borgunum,borg,unum
1644,keppnishöllum,keppnishöll,um
1645,hópurinn,hópur,inn
1646,landsliðsþjálfarinn,landsliðsþjálfari,nn
1647,tínast,tína,st
1648,sundmaðurinn,sundmaður,inn
1649,vaðið,vað,ið
1650,óeirðir,óeirð,ir
1651,aðstoðar,aðstoð,ar
1652,gærkvöldi,gærkvöld,i
1653,borgina,borg,ina
1654,íþróttafólkið,íþróttafólk,ið
1655,setningarathöfninni,setningarathöfn,inni
1656,þorpinu,þorp,inu
1657,sigurinn,sigur,inn
1658,virðingin,virðing,in
1659,barnum,bar,num
1660,karlalandsliðinu,karlalandslið,inu
1661,sætið,sæti,ð
1662,lokamótinu,lokamót,inu
