,full_word,pt1,rest
889,寝なかっただろう,寝,なかっただろう
890,なりましょう,な,りましょう
891,磨きません,磨,きません
892,入りました,入,りました
893,貸さないでください,貸,さないでください
894,おきましょう,お,きましょう
895,帰りたがらなかった,帰,りたがらなかった
896,来させていただきません,来,させていただきません
897,降らされます,降,らされます
898,遊ばす,遊,ばす
899,読ませられる,読,ませられる
900,送りません,送,りません
901,引きたがらない,引,きたがらない
902,頼ませていただきません,頼,ませていただきません
903,張られた,張,られた
904,有った,有,った
905,売らしました,売,らしました
906,会わなかった,会,わなかった
907,要らせられません,要,らせられません
908,読みたかった,読,みたかった
909,飛ばせられた,飛,ばせられた
910,降りたい,降,りたい
911,住もう,住,もう
912,帰らせられました,帰,らせられました
913,消したい,消,したい
914,吹きたがる,吹,きたがる
915,吹かされる,吹,かされる
916,押したがりませんでした,押,したがりませんでした
917,並ばせていただきました,並,ばせていただきました
918,行かされました,行,かされました
919,取りませんでした,取,りませんでした
920,並びたくなかったです,並,びたくなかったです
921,見させられます,見,させられます
922,待ちな,待,ちな
923,遊ばせられました,遊,ばせられました
924,咲かせた,咲,かせた
925,持ちたくない,持,ちたくない
926,鳴きたがった,鳴,きたがった
927,会わせる,会,わせる
928,やられない,や,られない
929,着させない,着,させない
930,違わせました,違,わせました
931,取らなかったでしょう,取,らなかったでしょう
932,冠らす,冠,らす
933,入りたがった,入,りたがった
934,持ちません,持,ちません
935,使わされた,使,わされた
936,脱がせない,脱,がせない
937,並ばせていただきませんでした,並,ばせていただきませんでした
938,休ませません,休,ませません
939,知ろう,知,ろう
940,待たしました,待,たしました
941,頼ませた,頼,ませた
942,並ばされる,並,ばされる
943,売りたがりませんでした,売,りたがりませんでした
944,出ます,出,ます
945,有らす,有,らす
946,かしこまります,か,しこまります
947,書かれない,書,かれない
948,困らさない,困,らさない
949,有らしました,有,らしました
950,書かせない,書,かせない
951,出たでしょう,出,たでしょう
952,泳がせていただきません,泳,がせていただきません
953,住みたくないです,住,みたくないです
954,住ませていただかなかった,住,ませていただかなかった
955,脱がせられなかった,脱,がせられなかった
956,飲まないです,飲,まないです
957,脱げ,脱,げ
958,働きなさい,働,きなさい
959,作らせられませんでした,作,らせられませんでした
960,困られました,困,られました
961,使わせていただきます,使,わせていただきます
962,引けなかった,引,けなかった
963,乗らしません,乗,らしません
964,履いただろう,履,いただろう
965,乗れ,乗,れ
966,立とう,立,とう
967,磨かれます,磨,かれます
968,飛ばされなかった,飛,ばされなかった
969,貸されません,貸,されません
970,切りたがります,切,りたがります
971,頼ましません,頼,ましません
972,買いたくなかった,買,いたくなかった
973,待たします,待,たします
974,返せませんでした,返,せませんでした
975,読んで,読,んで
976,渡したがる,渡,したがる
977,洗われなかった,洗,われなかった
978,吹かせていただきませんでした,吹,かせていただきませんでした
979,立たないで,立,たないで
980,読みたがります,読,みたがります
981,磨かせていただきました,磨,かせていただきました
982,引きませんでした,引,きませんでした
983,立たせられませんでした,立,たせられませんでした
984,入ってください,入,ってください
985,降らなかった,降,らなかった
986,ありたがった,あ,りたがった
987,働かされない,働,かされない
988,開かれない,開,かれない
989,休めませんでした,休,めませんでした
990,遊ばせられませんでした,遊,ばせられませんでした
991,有りな,有,りな
992,洗いたがる,洗,いたがる
993,立たれました,立,たれました
994,並ばない,並,ばない
995,走らしました,走,らしました
996,貸さしました,貸,さしました
997,降りたがります,降,りたがります
998,歌いな,歌,いな
999,冠った,冠,った
1000,取らされません,取,らされません
1001,会わせられません,会,わせられません
1002,頼ませられました,頼,ませられました
1003,押しましょう,押,しましょう
1004,切らします,切,らします
1005,有らせていただきました,有,らせていただきました
1006,読めませんでした,読,めませんでした
1007,見ます,見,ます
1008,違います,違,います
1009,飛ばれませんでした,飛,ばれませんでした
1010,貸さなかった,貸,さなかった
1011,弾かなかった,弾,かなかった
1012,休まさない,休,まさない
1013,冠らせます,冠,らせます
1014,違いたがらなかった,違,いたがらなかった
1015,渡されない,渡,されない
1016,要らさない,要,らさない
1017,着たくないです,着,たくないです
1018,さしたがった,さ,したがった
1019,話したがらなかった,話,したがらなかった
1020,並ばれません,並,ばれません
1021,張らなかった,張,らなかった
1022,泳がなかったでしょう,泳,がなかったでしょう
1023,飛ばした,飛,ばした
1024,見ました,見,ました
1025,鳴かした,鳴,かした
1026,見させませんでした,見,させませんでした
1027,要らせます,要,らせます
1028,出ましょう,出,ましょう
1029,開かされます,開,かされます
1030,読みたがりません,読,みたがりません
1031,話されない,話,されない
1032,切られませんでした,切,られませんでした
1033,着かれました,着,かれました
1034,泳がします,泳,がします
1035,持ちたくないです,持,ちたくないです
1036,使いたくなかった,使,いたくなかった
1037,磨いた,磨,いた
1038,困らせませんでした,困,らせませんでした
1039,話さされた,話,さされた
1040,会わないでください,会,わないでください
1041,走れ,走,れ
1042,歌いたがらなかった,歌,いたがらなかった
1043,降らされました,降,らされました
1044,住みたがらなかった,住,みたがらなかった
1045,来ないです,来,ないです
1046,洗いたくなかったです,洗,いたくなかったです
1047,脱がせていただかない,脱,がせていただかない
1048,使わなかったです,使,わなかったです
1049,並べました,並,べました
1050,消したがりました,消,したがりました
1051,開かせていただきませんでした,開,かせていただきませんでした
1052,おかせられました,お,かせられました
1053,書いただろう,書,いただろう
1054,吹かなかったです,吹,かなかったです
1055,違わせなかった,違,わせなかった
1056,吸わされませんでした,吸,わされませんでした
1057,休ませられました,休,ませられました
1058,取らなかったです,取,らなかったです
1059,泳がれます,泳,がれます
1060,会いたがりませんでした,会,いたがりませんでした
1061,開ける,開,ける
1062,脱ぎたい,脱,ぎたい
1063,有らないで,有,らないで
1064,言わされない,言,わされない
1065,来たくない,来,たくない
1066,消させていただかなかった,消,させていただかなかった
1067,乗らせていただきました,乗,らせていただきました
1068,渡られない,渡,られない
1069,売ろう,売,ろう
1070,着よう,着,よう
1071,切られない,切,られない
1072,張られませんでした,張,られませんでした
1073,返させられなかった,返,させられなかった
1074,ならしません,な,らしません
1075,なって,な,って
1076,登らなかったでしょう,登,らなかったでしょう
1077,入られませんでした,入,られませんでした
1078,困らせていただきました,困,らせていただきました
1079,乗っただろう,乗,っただろう
1080,おけ,お,け
1081,居させます,居,させます
1082,聞かせられません,聞,かせられません
1083,話さされませんでした,話,さされませんでした
1084,書かせていただかない,書,かせていただかない
1085,冠られませんでした,冠,られませんでした
1086,持っただろう,持,っただろう
1087,なりました,な,りました
1088,鳴かせていただいた,鳴,かせていただいた
1089,知りたがらない,知,りたがらない
1090,出ないでしょう,出,ないでしょう
1091,死なす,死,なす
1092,入らされませんでした,入,らされませんでした
1093,かしこまられない,か,しこまられない
1094,貸させられません,貸,させられません
1095,登らされませんでした,登,らされませんでした
1096,走られなかった,走,られなかった
1097,寝たくなかった,寝,たくなかった
1098,休めなかった,休,めなかった
1099,持たせられた,持,たせられた
1100,やりたがらなかった,や,りたがらなかった
1101,登らなかっただろう,登,らなかっただろう
1102,やれた,や,れた
1103,売りたがらなかった,売,りたがらなかった
1104,歩かれませんでした,歩,かれませんでした
1105,遊ばせていただく,遊,ばせていただく
1106,入らなかったでしょう,入,らなかったでしょう
1107,押さないでしょう,押,さないでしょう
1108,乗らされた,乗,らされた
1109,撮らせていただく,撮,らせていただく
1110,貸しませんでした,貸,しませんでした
1111,渡さされました,渡,さされました
1112,走らせられなかった,走,らせられなかった
1113,洗える,洗,える
1114,困りたがりませんでした,困,りたがりませんでした
1115,降られます,降,られます
1116,待ちませんでした,待,ちませんでした
1117,おかせていただかなかった,お,かせていただかなかった
1118,遊ばされる,遊,ばされる
1119,入れ,入,れ
1120,磨きなさい,磨,きなさい
1121,居ない,居,ない
1122,磨かせていただきませんでした,磨,かせていただきませんでした
1123,来たがった,来,たがった
1124,やらされない,や,らされない
1125,知りたい,知,りたい
1126,困らされません,困,らされません
1127,開かせない,開,かせない
1128,やらせていただきませんでした,や,らせていただきませんでした
1129,来させていただきます,来,させていただきます
1130,遊びたがった,遊,びたがった
1131,入っただろう,入,っただろう
1132,見なかったです,見,なかったです
1133,弾けませんでした,弾,けませんでした
1134,待ちたいです,待,ちたいです
1135,切りたくなかった,切,りたくなかった
1136,おいた,お,いた
1137,売れた,売,れた
1138,歌わせていただかない,歌,わせていただかない
1139,歩きたがる,歩,きたがる
1140,返させていただかなかった,返,させていただかなかった
1141,寝ないで,寝,ないで
1142,開かせられる,開,かせられる
1143,脱がないだろう,脱,がないだろう
1144,行かれなかった,行,かれなかった
1145,休ませていただかない,休,ませていただかない
1146,消さされる,消,さされる
1147,渡したがりませんでした,渡,したがりませんでした
1148,立たせられる,立,たせられる
1149,歩かせられた,歩,かせられた
1150,切らなかった,切,らなかった
1151,頼まされない,頼,まされない
1152,読まします,読,まします
1153,帰っただろう,帰,っただろう
1154,させました,さ,せました
1155,座りたいです,座,りたいです
1156,死なせられません,死,なせられません
1157,頼ませられませんでした,頼,ませられませんでした
1158,出しなさい,出,しなさい
1159,おかなかっただろう,お,かなかっただろう
1160,読ませていただいた,読,ませていただいた
1161,走らなかったです,走,らなかったです
1162,消さなかっただろう,消,さなかっただろう
1163,渡しません,渡,しません
1164,出さします,出,さします
1165,脱がした,脱,がした
1166,要ったでしょう,要,ったでしょう
1167,有りたがりませんでした,有,りたがりませんでした
1168,頼みたかった,頼,みたかった
1169,鳴かされなかった,鳴,かされなかった
1170,飲めない,飲,めない
1171,住ませていただきました,住,ませていただきました
1172,休まされた,休,まされた
1173,買わせません,買,わせません
1174,履かせません,履,かせません
1175,渡せなかった,渡,せなかった
1176,歩かれなかった,歩,かれなかった
1177,脱がれた,脱,がれた
1178,やらせられます,や,らせられます
1179,困りたくないです,困,りたくないです
1180,出そう,出,そう
1181,遊ばないだろう,遊,ばないだろう
1182,住ませていただきません,住,ませていただきません
1183,出させられます,出,させられます
1184,鳴かないだろう,鳴,かないだろう
1185,歩かない,歩,かない
1186,引かされなかった,引,かされなかった
1187,弾きたがった,弾,きたがった
1188,遊びませんでした,遊,びませんでした
1189,やらせられなかった,や,らせられなかった
1190,磨きたがりました,磨,きたがりました
1191,飲んだ,飲,んだ
1192,違いたかったです,違,いたかったです
1193,働けなかった,働,けなかった
1194,買いたがりませんでした,買,いたがりませんでした
1195,着かす,着,かす
1196,洗わした,洗,わした
1197,飲ましました,飲,ましました
1198,鳴ける,鳴,ける
1199,咲きます,咲,きます
1200,持たれなかった,持,たれなかった
1201,休めます,休,めます
1202,歩かせません,歩,かせません
1203,会わしました,会,わしました
1204,渡らなかった,渡,らなかった
1205,使わされませんでした,使,わされませんでした
1206,渡らしませんでした,渡,らしませんでした
1207,撮れない,撮,れない
1208,帰らなかったでしょう,帰,らなかったでしょう
1209,取らした,取,らした
1210,知っただろう,知,っただろう
1211,送りたくなかった,送,りたくなかった
1212,咲かしました,咲,かしました
1213,有らされます,有,らされます
1214,座りましょう,座,りましょう
1215,聞かされません,聞,かされません
1216,咲け,咲,け
1217,乗らせていただきません,乗,らせていただきません
1218,見ないです,見,ないです
1219,弾けない,弾,けない
1220,飲まされない,飲,まされない
1221,弾ける,弾,ける
1222,咲きたかった,咲,きたかった
1223,出なかっただろう,出,なかっただろう
1224,知りたがります,知,りたがります
1225,買わされました,買,わされました
1226,吸いたがりません,吸,いたがりません
1227,住まないだろう,住,まないだろう
1228,話されました,話,されました
1229,持ちたがらない,持,ちたがらない
1230,会わないで,会,わないで
1231,飲まれなかった,飲,まれなかった
1232,吸いたくなかった,吸,いたくなかった
1233,働かれなかった,働,かれなかった
1234,吸わないです,吸,わないです
1235,ならせていただいた,な,らせていただいた
1236,吹きな,吹,きな
1237,見てください,見,てください
1238,着けない,着,けない
1239,働かないだろう,働,かないだろう
1240,書かないで,書,かないで
1241,買われました,買,われました
1242,話したがる,話,したがる
1243,おけません,お,けません
1244,話さされなかった,話,さされなかった
1245,会わされた,会,わされた
1246,飲ませていただきません,飲,ませていただきません
1247,書けました,書,けました
1248,走られない,走,られない
1249,着かれた,着,かれた
1250,聞かしました,聞,かしました
1251,咲かした,咲,かした
1252,飛べない,飛,べない
1253,取りましょう,取,りましょう
1254,消させる,消,させる
1255,行きたがらなかった,行,きたがらなかった
1256,頼めました,頼,めました
1257,帰らした,帰,らした
1258,送らせていただきます,送,らせていただきます
1259,着けます,着,けます
1260,押ささなかった,押,ささなかった
1261,磨きたがります,磨,きたがります
1262,開かれませんでした,開,かれませんでした
1263,走らないで,走,らないで
1264,磨かせていただいた,磨,かせていただいた
1265,働かす,働,かす
1266,死ねません,死,ねません
1267,居ないです,居,ないです
1268,返させられた,返,させられた
1269,引いたでしょう,引,いたでしょう
1270,かしこまらされた,か,しこまらされた
1271,取らせられませんでした,取,らせられませんでした
1272,洗って,洗,って
1273,頼めません,頼,めません
1274,鳴かせられない,鳴,かせられない
1275,取らされました,取,らされました
1276,飲ませられます,飲,ませられます
1277,かしこまれ,か,しこまれ
1278,洗いたがりました,洗,いたがりました
1279,書かせられない,書,かせられない
1280,歩かされます,歩,かされます
1281,弾きたがる,弾,きたがる
1282,飲ませていただかない,飲,ませていただかない
1283,貸した,貸,した
1284,違わさなかった,違,わさなかった
1285,引けない,引,けない
1286,送らさない,送,らさない
1287,消しなさい,消,しなさい
1288,降らないで,降,らないで
1289,履かします,履,かします
1290,住ませました,住,ませました
1291,張れ,張,れ
1292,やらす,や,らす
1293,休まれました,休,まれました
1294,洗わせていただきました,洗,わせていただきました
1295,頼みたくない,頼,みたくない
1296,頼まなかった,頼,まなかった
1297,撮りたがりませんでした,撮,りたがりませんでした
1298,死にたかったです,死,にたかったです
1299,取りたがりません,取,りたがりません
1300,読める,読,める
1301,撮らさない,撮,らさない
1302,買わせられませんでした,買,わせられませんでした
1303,入らさない,入,らさない
1304,立たれなかった,立,たれなかった
1305,働けませんでした,働,けませんでした
1306,咲かせます,咲,かせます
1307,死なせられました,死,なせられました
1308,出られます,出,られます
1309,登らなかった,登,らなかった
1310,切れ,切,れ
1311,聞きたがる,聞,きたがる
1312,走らせていただく,走,らせていただく
1313,住まされませんでした,住,まされませんでした
1314,張らされました,張,らされました
1315,出させられた,出,させられた
1316,死なした,死,なした
1317,ありたくないです,あ,りたくないです
1318,走らせていただきます,走,らせていただきます
1319,乗らなかった,乗,らなかった
1320,飲みたがります,飲,みたがります
1321,飲みたがりました,飲,みたがりました
1322,履かせていただきません,履,かせていただきません
1323,冠らせていただきません,冠,らせていただきません
1324,行かされません,行,かされません
1325,聞かした,聞,かした
1326,聞きたがりません,聞,きたがりません
1327,頼みなさい,頼,みなさい
1328,話させられなかった,話,させられなかった
1329,冠らせられません,冠,らせられません
1330,走れません,走,れません
1331,引きたがった,引,きたがった
1332,引かせられます,引,かせられます
1333,弾かれませんでした,弾,かれませんでした
1334,有りましょう,有,りましょう
1335,持ちたくなかったです,持,ちたくなかったです
1336,呼びたいです,呼,びたいです
1337,かしこまらされませんでした,か,しこまらされませんでした
1338,読みたかったです,読,みたかったです
1339,張りません,張,りません
1340,貸さされなかった,貸,さされなかった
1341,吹いて,吹,いて
1342,おきたがらない,お,きたがらない
1343,書かないでしょう,書,かないでしょう
1344,座らしません,座,らしません
1345,磨かされた,磨,かされた
1346,入りたかった,入,りたかった
1347,おかす,お,かす
1348,書かせられる,書,かせられる
1349,冠らされなかった,冠,らされなかった
1350,並ばしました,並,ばしました
1351,言えた,言,えた
1352,要らせました,要,らせました
1353,送れ,送,れ
1354,ならした,な,らした
1355,見ましょう,見,ましょう
1356,有りたいです,有,りたいです
1357,鳴かされる,鳴,かされる
1358,引かせていただきます,引,かせていただきます
1359,消させられない,消,させられない
1360,履かせられた,履,かせられた
1361,咲きませんでした,咲,きませんでした
1362,休ませていただく,休,ませていただく
1363,出られました,出,られました
1364,張らせませんでした,張,らせませんでした
1365,困らなかっただろう,困,らなかっただろう
1366,帰れます,帰,れます
1367,住ませていただいた,住,ませていただいた
1368,読みたい,読,みたい
1369,聞かれなかった,聞,かれなかった
1370,飛びたがります,飛,びたがります
1371,言われない,言,われない
1372,見させられませんでした,見,させられませんでした
1373,困らす,困,らす
1374,有ったでしょう,有,ったでしょう
1375,話させる,話,させる
1376,飛ばせていただいた,飛,ばせていただいた
1377,貸したでしょう,貸,したでしょう
1378,待ちたくなかったです,待,ちたくなかったです
1379,かしこまってください,か,しこまってください
1380,座らない,座,らない
1381,言わせません,言,わせません
1382,待たれない,待,たれない
1383,開けます,開,けます
1384,働け,働,け
1385,着かないで,着,かないで
1386,開けました,開,けました
1387,あれませんでした,あ,れませんでした
1388,貸したがる,貸,したがる
1389,磨け,磨,け
1390,寝たくない,寝,たくない
1391,鳴かせた,鳴,かせた
1392,切らせられました,切,らせられました
1393,歌わさなかった,歌,わさなかった
1394,渡らしました,渡,らしました
1395,買いな,買,いな
1396,座らせていただく,座,らせていただく
1397,張れません,張,れません
1398,渡さないでしょう,渡,さないでしょう
1399,入らされました,入,らされました
1400,死なされませんでした,死,なされませんでした
1401,休まれない,休,まれない
1402,会えなかった,会,えなかった
1403,死にたがらない,死,にたがらない
1404,撮りたかったです,撮,りたかったです
1405,聞ける,聞,ける
1406,立ちたがりました,立,ちたがりました
1407,座りな,座,りな
1408,聞かす,聞,かす
1409,引かれなかった,引,かれなかった
1410,貸したがりませんでした,貸,したがりませんでした
1411,脱がないでください,脱,がないでください
1412,歌わされる,歌,わされる
1413,撮れません,撮,れません
1414,返したがる,返,したがる
1415,立ちたくなかった,立,ちたくなかった
1416,読まされない,読,まされない
1417,持て,持,て
1418,着させます,着,させます
1419,飛びませんでした,飛,びませんでした
1420,ならしませんでした,な,らしませんでした
1421,座らされた,座,らされた
1422,走らせていただきません,走,らせていただきません
1423,飛ばない,飛,ばない
1424,働かされる,働,かされる
1425,洗わせられなかった,洗,わせられなかった
1426,飲まれます,飲,まれます
1427,返されません,返,されません
1428,売りたいです,売,りたいです
1429,休まないだろう,休,まないだろう
1430,言わせられた,言,わせられた
1431,来させなかった,来,させなかった
1432,吸いました,吸,いました
1433,入りたがりません,入,りたがりません
1434,有れない,有,れない
1435,吹きました,吹,きました
1436,咲かないでしょう,咲,かないでしょう
1437,聞かなかったでしょう,聞,かなかったでしょう
1438,知りませんでした,知,りませんでした
1439,鳴かせていただかない,鳴,かせていただかない
1440,かしこまらないでください,か,しこまらないでください
1441,居させていただきました,居,させていただきました
1442,磨かないで,磨,かないで
1443,出して,出,して
1444,かしこまらされます,か,しこまらされます
1445,並ばないだろう,並,ばないだろう
1446,やらせていただきません,や,らせていただきません
1447,歌えました,歌,えました
1448,並ばされます,並,ばされます
1449,渡させない,渡,させない
1450,あります,あ,ります
1451,引かされません,引,かされません
1452,冠らされます,冠,らされます
1453,買いたい,買,いたい
1454,歌いたかったです,歌,いたかったです
1455,乗れなかった,乗,れなかった
1456,弾いたでしょう,弾,いたでしょう
1457,冠りたくないです,冠,りたくないです
1458,帰らせました,帰,らせました
1459,渡らないで,渡,らないで
1460,開かさない,開,かさない
1461,泳ぎたがった,泳,ぎたがった
1462,飛びたがりませんでした,飛,びたがりませんでした
1463,知らせられない,知,らせられない
1464,出なさい,出,なさい
1465,話したがらない,話,したがらない
1466,呼ばせられます,呼,ばせられます
1467,引かなかったです,引,かなかったです
1468,知らされた,知,らされた
1469,泳がせなかった,泳,がせなかった
1470,知りたかったです,知,りたかったです
1471,消した,消,した
1472,吸わせます,吸,わせます
1473,送らされます,送,らされます
1474,着かせられます,着,かせられます
1475,遊べる,遊,べる
1476,やりたい,や,りたい
1477,着さしました,着,さしました
1478,咲きたがりません,咲,きたがりません
1479,なろう,な,ろう
1480,送りたがらなかった,送,りたがらなかった
1481,撮らないでしょう,撮,らないでしょう
1482,寝なかったです,寝,なかったです
1483,出ただろう,出,ただろう
1484,着たがります,着,たがります
1485,頼みたがらなかった,頼,みたがらなかった
1486,有りました,有,りました
1487,弾かせられる,弾,かせられる
1488,書かれた,書,かれた
1489,着かされる,着,かされる
1490,飲めませんでした,飲,めませんでした
1491,来さしません,来,さしません
1492,吸ってください,吸,ってください
1493,かしこまらしません,か,しこまらしません
1494,やりたがりません,や,りたがりません
1495,脱ぎたかったです,脱,ぎたかったです
1496,引けません,引,けません
1497,帰らないです,帰,らないです
1498,消さした,消,さした
1499,咲かせていただきませんでした,咲,かせていただきませんでした
1500,ならせられます,な,らせられます
1501,知りたくなかったです,知,りたくなかったです
1502,入らなかっただろう,入,らなかっただろう
1503,乗りたかった,乗,りたかった
1504,さしたでしょう,さ,したでしょう
1505,磨かせられない,磨,かせられない
1506,弾けました,弾,けました
1507,渡らない,渡,らない
1508,待たれなかった,待,たれなかった
1509,遊んで,遊,んで
1510,履きなさい,履,きなさい
1511,有らないだろう,有,らないだろう
1512,入りなさい,入,りなさい
1513,送ったでしょう,送,ったでしょう
1514,送らしませんでした,送,らしませんでした
1515,撮りましょう,撮,りましょう
1516,引かされた,引,かされた
1517,立たせていただきませんでした,立,たせていただきませんでした
1518,死なせる,死,なせる
1519,住まれない,住,まれない
1520,書きたいです,書,きたいです
1521,死にたくなかった,死,にたくなかった
1522,帰らせない,帰,らせない
1523,貸させませんでした,貸,させませんでした
1524,言われる,言,われる
1525,寝ささなかった,寝,ささなかった
1526,住んだ,住,んだ
1527,かしこまらします,か,しこまらします
1528,開いて,開,いて
1529,鳴けませんでした,鳴,けませんでした
1530,言わないでください,言,わないでください
1531,帰らされなかった,帰,らされなかった
1532,寝させなかった,寝,させなかった
1533,書こう,書,こう
1534,送らせられました,送,らせられました
1535,消しただろう,消,しただろう
1536,聞かないで,聞,かないで
1537,おかせませんでした,お,かせませんでした
1538,やらないでください,や,らないでください
1539,死にたくないです,死,にたくないです
1540,走らされません,走,らされません
1541,飛ばせられる,飛,ばせられる
1542,泳がせていただいた,泳,がせていただいた
1543,作りたがります,作,りたがります
1544,飛ばせない,飛,ばせない
1545,登りたくなかった,登,りたくなかった
1546,撮ったでしょう,撮,ったでしょう
1547,出せる,出,せる
1548,書かなかった,書,かなかった
1549,吹かれる,吹,かれる
1550,弾きません,弾,きません
1551,歩かされた,歩,かされた
1552,違わせていただきました,違,わせていただきました
1553,貸せませんでした,貸,せませんでした
1554,有りません,有,りません
1555,休ませていただきます,休,ませていただきます
1556,休みません,休,みません
1557,ありたがりました,あ,りたがりました
1558,話したがりませんでした,話,したがりませんでした
1559,着なかったです,着,なかったです
1560,切らせていただく,切,らせていただく
1561,書かれました,書,かれました
1562,遊ばなかったです,遊,ばなかったです
1563,咲けません,咲,けません
1564,買わせられた,買,わせられた
1565,書きます,書,きます
1566,使いたい,使,いたい
1567,消させられました,消,させられました
1568,作らせませんでした,作,らせませんでした
1569,撮りたがります,撮,りたがります
1570,要れなかった,要,れなかった
1571,かしこまりたくない,か,しこまりたくない
1572,立ちな,立,ちな
1573,言いたい,言,いたい
1574,開かされた,開,かされた
1575,引ける,引,ける
1576,死にたがらなかった,死,にたがらなかった
1577,立たされない,立,たされない
1578,働かれます,働,かれます
1579,貸させていただきませんでした,貸,させていただきませんでした
1580,飛びます,飛,びます
1581,作らせていただかない,作,らせていただかない
1582,作りたがらない,作,りたがらない
1583,死なせられない,死,なせられない
1584,待ちましょう,待,ちましょう
1585,作らせていただく,作,らせていただく
1586,乗りませんでした,乗,りませんでした
1587,返しました,返,しました
1588,泳げる,泳,げる
1589,帰りたがった,帰,りたがった
1590,会いたくなかったです,会,いたくなかったです
1591,使わさない,使,わさない
1592,死なないで,死,なないで
1593,読まされませんでした,読,まされませんでした
1594,張らします,張,らします
1595,出られなかった,出,られなかった
1596,立たします,立,たします
1597,死なされた,死,なされた
1598,咲きたがらない,咲,きたがらない
1599,飛ばれます,飛,ばれます
1600,言いたがります,言,いたがります
1601,貸さないだろう,貸,さないだろう
1602,立たしました,立,たしました
1603,吹かされません,吹,かされません
1604,磨けませんでした,磨,けませんでした
1605,渡させていただきました,渡,させていただきました
1606,吹こう,吹,こう
1607,帰りたかった,帰,りたかった
1608,飛ばれなかった,飛,ばれなかった
1609,降らされません,降,らされません
1610,渡させていただきません,渡,させていただきません
1611,休まなかっただろう,休,まなかっただろう
1612,住まれません,住,まれません
1613,持たないでください,持,たないでください
1614,磨かせられる,磨,かせられる
1615,有ろう,有,ろう
1616,買った,買,った
1617,使わせていただいた,使,わせていただいた
1618,脱ぎたくなかったです,脱,ぎたくなかったです
1619,立たされます,立,たされます
1620,聞かなかっただろう,聞,かなかっただろう
1621,言わないで,言,わないで
1622,待たした,待,たした
1623,冠らせていただきませんでした,冠,らせていただきませんでした
1624,鳴かせられませんでした,鳴,かせられませんでした
1625,脱がないです,脱,がないです
1626,聞かれませんでした,聞,かれませんでした
1627,着さした,着,さした
1628,読みたくない,読,みたくない
1629,切りたがりませんでした,切,りたがりませんでした
1630,登りたい,登,りたい
1631,聞きたがらなかった,聞,きたがらなかった
1632,行かしました,行,かしました
1633,吹けなかった,吹,けなかった
1634,冠りたがりません,冠,りたがりません
1635,知らせませんでした,知,らせませんでした
1636,脱がなかったです,脱,がなかったです
1637,帰られます,帰,られます
1638,言ってください,言,ってください
1639,売らせなかった,売,らせなかった
1640,飛ばせました,飛,ばせました
1641,切った,切,った
1642,消さされた,消,さされた
1643,渡らせられます,渡,らせられます
1644,使わされる,使,わされる
1645,入りたがりませんでした,入,りたがりませんでした
1646,違いたいです,違,いたいです
1647,吹きません,吹,きません
1648,冠らせない,冠,らせない
1649,飛ばせられました,飛,ばせられました
1650,開きたいです,開,きたいです
1651,かしこまりたい,か,しこまりたい
1652,登りな,登,りな
1653,言います,言,います
1654,歩けた,歩,けた
1655,切れない,切,れない
1656,話されませんでした,話,されませんでした
1657,泳がせた,泳,がせた
1658,座らないでください,座,らないでください
1659,読まされます,読,まされます
1660,冠られた,冠,られた
1661,登りたいです,登,りたいです
1662,知らせていただきません,知,らせていただきません
1663,入れない,入,れない
1664,働きたいです,働,きたいです
1665,使いたがらない,使,いたがらない
1666,呼びなさい,呼,びなさい
1667,聞かなかったです,聞,かなかったです
1668,作りな,作,りな
1669,降りたがらない,降,りたがらない
1670,遊ばされません,遊,ばされません
1671,貸させられる,貸,させられる
1672,降らせた,降,らせた
1673,返してください,返,してください
1674,座れませんでした,座,れませんでした
1675,おきな,お,きな
1676,返したでしょう,返,したでしょう
1677,遊びたがらない,遊,びたがらない
1678,死なしました,死,なしました
1679,脱がれました,脱,がれました
1680,待ってください,待,ってください
1681,冠らせられませんでした,冠,らせられませんでした
1682,並びたがりませんでした,並,びたがりませんでした
1683,困ろう,困,ろう
1684,行きな,行,きな
1685,泳いだ,泳,いだ
1686,消さされなかった,消,さされなかった
1687,来させられなかった,来,させられなかった
1688,送らなかったです,送,らなかったです
1689,歌わされます,歌,わされます
1690,働かれた,働,かれた
1691,泳がせていただく,泳,がせていただく
1692,弾かせていただいた,弾,かせていただいた
1693,帰らせていただきませんでした,帰,らせていただきませんでした
1694,切れませんでした,切,れませんでした
1695,死なされます,死,なされます
1696,作らされません,作,らされません
1697,読ませられません,読,ませられません
1698,渡らす,渡,らす
1699,働いた,働,いた
1700,頼まさない,頼,まさない
1701,降りたがった,降,りたがった
1702,住まれませんでした,住,まれませんでした
1703,出てください,出,てください
1704,頼みたい,頼,みたい
1705,登らしません,登,らしません
1706,働かせない,働,かせない
1707,困らされなかった,困,らされなかった
1708,居させました,居,させました
1709,開かされませんでした,開,かされませんでした
1710,住まれます,住,まれます
1711,消されました,消,されました
1712,呼ばない,呼,ばない
1713,書かせられます,書,かせられます
1714,作ってください,作,ってください
1715,書かしません,書,かしません
1716,吹きませんでした,吹,きませんでした
1717,渡らされます,渡,らされます
1718,出させる,出,させる
1719,読みたがらなかった,読,みたがらなかった
1720,乗ったでしょう,乗,ったでしょう
1721,やれませんでした,や,れませんでした
1722,飛ばせません,飛,ばせません
1723,寝させない,寝,させない
1724,着かせた,着,かせた
